budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330916,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Neutron Battles the Karate Assassins,Superhero wrestler Neutron battles a gang of robotic assassins who use their hands and feet as deadly weapons.,67.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1965-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Neutron Battles the Karate Assassins,5.4,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Thriller""}]",,330917,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""thriller""}]",en,Where Demons Hide,The life of a young psychiatrist with a confining medical condition changes when he meets a girl that means more to him than the pills. This sets off an unravelling chain of events fueled by vengeance and manipulation to acquire justice.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2019-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Where Demons Hide,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Thriller""}]",,330918,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""thriller""}]",en,The Defilers,Two young thugs kidnap a young girl and keep her in the basement of an old warehouse where they forcibly make her their sex slave.,66.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1965-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,The Defilers,5.3,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Family""}]",,330919,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""family""}]",en,Princess Emmy,"Princess Emmy is a young girl with a secret gift - she is the only one in the Kingdom of Kandis who can speak to horses. Up until now, life for Emmy has been wonderful: exploring and ...                See full summary »",75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2019-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Princess Emmy,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Thriller""}]",,330920,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""thriller""}]",en,The Red Spider,"When teenage boy Karol Kremer becomes an eyewitness of a brutal murder, he is not aware of how much influence that event will exert on his future.",75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,The Red Spider,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Sci-Fi""}]",,330921,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""sci-fi""}]",en,The Gene Generation,"Michelle, an assassin to a new breed of killers (DNA Hackers), finds she has greater obstacles in her life... Family.",52.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2007-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Gene Generation,4.2,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}]",,330922,"[{""id"": 1, ""name"": ""biography""}]",en,Marilyn Chambers My Story,The life story of Marilyn Chambers,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Marilyn Chambers My Story,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330923,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,I Know You Killed Them,"Admitted to a remote psychiatric hospital, Sadie, a troubled teen and self-diagnosed psychic, decides to investigate the apparent suicides of fellow inpatients when haunted by premonitions of their murders.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,I Know You Killed Them,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Mystery""}]",,330924,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""mystery""}]",en,The Hospital,A hospital's chief-of-staff struggles to find meaning in his life during a spate of staff deaths.,88.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1971-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,The Hospital,7.1,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Mystery""}]",,330925,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""mystery""}]",en,Department Q: The Keeper of Lost Causes,"Police inspector Carl Mørck is put in charge of a department of cold cases, joined only by his assistant Assad. They dig into a case about a missing woman.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Department Q: The Keeper of Lost Causes,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330926,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Kasme Vaade,"Amit is employed as a lecturer within a university and wholeheartedly loves Suman opting to get marry to her soon. Their only short-coming in life is Amit's younger brother, Raju, who they ...                See full summary »",80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1978-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Kasme Vaade,6.4,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}]",,330927,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}]",en,Dongpung,"Three friends who grew up together in an orphanage, pursue various paths in their adult lives. One of the men has become a public prosecutor determined to clean up the gangs of Seoul while another of the friends is the leader of a gang.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1973-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Dongpung,7.2,1800
30000000,"[{""id"": 1, ""name"": ""History""}, {""id"": 2, ""name"": ""Romance""}, {""id"": 3, ""name"": ""Sci-Fi""}]",,330928,"[{""id"": 1, ""name"": ""history""}, {""id"": 2, ""name"": ""romance""}, {""id"": 3, ""name"": ""sci-fi""}]",en,Szíriusz,"Based on the Hungarian writer Ferenc Herczeg's novel written in 1894, this film takes the viewers to the past of Hungary. Professor Sergius (Elemér Baló) insists that he invented a machine ...                See full synopsis »",78.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1942-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary History story.,Szíriusz,6.3,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Family""}, {""id"": 3, ""name"": ""Fantasy""}]",,330929,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""family""}, {""id"": 3, ""name"": ""fantasy""}]",en,Frosty,"A fairy-tale about a conceited young man and a young woman with a tyrannical step-mother, who must overcome magical trials in order to be together.",78.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1965-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Frosty,6.3,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Fantasy""}]",,330930,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""fantasy""}]",en,Tangy Guacamole,"Spring break in Mexico takes an unexpected turn as three goofy guys, four gorgeous girls and a mysterious hitchhiker cross paths south of the border.",22.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2003-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Tangy Guacamole,1.8,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Thriller""}]",,330931,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""thriller""}]",en,Eugenie de Sade,"Eugenie, a beautiful but shy young girl, has been living with her stepfather, Albert since her mother died when she was a baby. He is a famous writer specializing in stories of erotica. One...                See full summary »",70.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1973-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Eugenie de Sade,5.6,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}]",,330932,"[{""id"": 1, ""name"": ""horror""}]",en,I am Necessary,"A man brings himself into the lives of a young woman and her younger sister, to some serious, serious consequences.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,I am Necessary,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Mystery""}]",,330933,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""mystery""}]",en,Murder.com,"Devastated to learn her estranged sister has been brutally murdered, a South Beach lawyer investigates with little help from the police.",43.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2008-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Murder.com,3.5,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330934,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,Sisters,A small-time reporter tries to convince the police she saw a murder in the apartment across from hers.,86.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1972-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Sisters,6.9,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Thriller""}]",,330935,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""thriller""}]",en,Teen Patti,A disgraced professor recounts his career and involvement with gambling.,52.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2010-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Teen Patti,4.2,1800
30000000,"[{""id"": 1, ""name"": ""Sci-Fi""}]",,330936,"[{""id"": 1, ""name"": ""sci-fi""}]",en,Eternal,"Drake Cranston, The First Immortal, & his wife, Elizibeth Darring/Maria Garcia, must stop Hitler's Thule Societies plans for World Domination.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Sci-Fi story.,Eternal,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Film-Noir""}]",,330937,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""film-noir""}]",en,The Roaring Twenties,Three men attempt to make a living in Prohibitionist America after returning home from fighting together in World War I.,98.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1939-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,The Roaring Twenties,7.9,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}]",,330938,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}]",en,Water Tank Murder Mystery,A body is found inside a water tank a top of an apartment building. It's not a hard case to solve for Danny Lee and company.,73.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1994-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Water Tank Murder Mystery,5.9,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}]",,330939,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}]",en,The Temple of Wild Geese,"Satoko is a mistress by trade, or fate: when her master, the silkscreen artist of the Kohoan Temple in Kyoto, dies, she is given to the temple's lascivious head priest Kikuchi.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1962-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,The Temple of Wild Geese,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}]",,330940,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}]",en,Dirty Marti,The daughter of Dirty Harry contends with her dad's fiery legacy.,98.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Dirty Marti,7.9,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}]",,330941,"[{""id"": 1, ""name"": ""adventure""}]",en,Krest i mauzer,"The film takes place during the pre-revolutionary years and the initial period of the Soviet regime. At a monastery shelter in one of Russia's western towns, orphan Yulka gives birth to a son from the shepherd Jerome.",78.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1925-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Krest i mauzer,6.3,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Film-Noir""}]",,330942,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""film-noir""}]",en,Cry Wolf,"Recently widowed Sandra Demarest arrives at the isolated home of her late husband for his wake, but his uncle will not allow her to view the corpse.",81.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1947-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Cry Wolf,6.5,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Thriller""}]",,330943,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""thriller""}]",en,Kalm,"A bodyguard is assigned to chauffeur a headlining exotic dancer to a desert town, when they get caught in the crossfire of warring drug lords.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Kalm,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Thriller""}]",,330944,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""thriller""}]",en,The Auctioneers,"A gritty and fast-paced tale of tragedy, greed, human trafficking and revenge, ""The Auctioneers"" will do for Sizemore what ""Pulp Fiction"" did for John Travolta Having lost his family to a ...                See full summary »",87.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2010-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,The Auctioneers,7.0,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Horror""}, {""id"": 3, ""name"": ""Mystery""}]",,330945,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""horror""}, {""id"": 3, ""name"": ""mystery""}]",en,The Sublet,"The Sublet is a suspense driven psychological thriller about Joanna, a new mom coping with her baby alone in an odd sublet apartment. As her husband neglects her to focus on his career, ...                See full summary »",60.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,The Sublet,4.8,1800
